preco,vendido,km_por_ano,idade_carro,modelo_carro
4148.36,1,36409.798656,24,25
91598.96,1,23509.297152000003,17,17
45571.59,0,33355.263744,22,23
88490.67,0,20445.106176,26,25
93146.01,0,35476.379136,16,18
43858.16,0,23329.050624000003,26,27
70661.85,1,18336.865536,26,24
100262.56,1,15562.35648,14,14
36258.6,1,19849.648896000002,16,14
85236.69,0,25561.210752000003,15,13
27250.95,1,14472.830592,18,18
84904.36,0,24425.013888,24,23
32235.36,1,28720.353024000004,16,18
77314.78,0,6783.38496,24,25
114361.65,1,42443.229312,12,10
75020.18,0,18930.713472,13,11
75017.41,0,22986.260352,23,24
98763.6,0,28324.454400000002,25,27
49690.35,0,14450.299776000002,15,16
65664.78,0,24260.860800000002,16,18
100898.5,1,18492.971904,26,27
42492.33,0,26961.340032,17,18
104368.12,0,35762.842368000005,14,14
77178.84,0,34008.657408,21,19
87605.76,1,13719.6576,15,13
80254.78,0,13993.24608,22,20
43504.39,0,24964.144128,16,15
104329.21,1,15666.96384,19,18
47933.29,1,25434.072576000002,17,16
57992.3,1,20025.067392,15,13
85890.67,0,27378.160128000003,16,15
28008.79,1,14017.386240000002,14,12
36362.82,1,9488.692224,10,12
54520.78,1,12630.131712,25,26
66429.92,1,16774.192512,26,25
97343.92,1,15137.489664,17,16
15583.58,1,20775.021696,20,20
61608.05,0,25641.677952000002,24,25
109348.37,1,15747.431040000001,19,20
111761.23,1,13417.100928000002,18,19
66058.01,1,23345.144064,22,23
90391.49,0,11762.695296000002,22,24
22033.39,1,14490.533376000001,20,20
78358.84,0,24756.538752,24,22
41841.7,1,15473.842560000001,24,23
31465.58,1,10710.18432,23,23
15692.34,1,36149.084928000004,25,27
48178.23,1,18220.992768,20,21
29677.49,1,22563.00288,18,20
65542.05,0,27189.86688,19,18
68953.87,0,29850.112512000003,22,24
57074.18,1,22862.340864,16,15
80202.74,0,36807.306624000004,13,14
30611.21,1,15245.315712000001,22,20
60336.88,0,17937.748224000003,19,21
105026.08,1,32256.081792,13,13
95418.97,0,33696.444672000005,13,12
57142.49,1,18924.276096,25,25
50623.63,1,23649.310080000003,18,19
61680.03,1,20717.085312000003,26,25
35415.88,1,32574.731904000004,21,19
25912.88,1,19170.505728,25,24
71712.08,1,17979.591168000003,22,21
69206.77,0,29555.602560000003,25,27
15441.59,1,29879.080704000004,26,28
93290.15,0,40510.407168000005,15,13
29589.69,1,24359.030784000002,23,23
81347.28,1,11223.565056000001,21,23
45162.18,1,19239.70752,22,22
104470.66,0,18861.51168,15,17
101262.0,0,17726.924160000002,16,15
114036.24,1,15018.398208,13,15
99423.89,1,16661.538432,18,20
60938.79,0,24846.662016000002,26,26
43165.56,1,22048.0128,23,24
23397.24,1,23568.84288,23,24
103356.45,1,10818.010368000001,24,22
46089.67,1,24420.185856,17,17
15128.65,1,18845.418240000003,26,28
80403.15,0,25669.0368,22,21
87136.64,1,8254.325376,12,10
36867.47,1,12630.131712,25,25
82298.25,0,15647.651712,24,24
66705.22,0,13455.725184,24,24
45581.19,1,27310.56768,26,26
50674.44,1,13587.691392,20,20
84331.33,0,38273.419008000004,25,25
87877.36,0,29851.721856000004,26,24
44574.5,0,39473.989632000004,22,22
97240.13,0,30653.175168,20,18
87278.5,0,14324.770944000002,25,24
60124.76,0,13191.792768000001,20,20
77793.8,0,30400.50816,21,19
103610.55,0,21104.937216000002,22,20
95213.27,0,26447.959296,26,28
26866.1,1,20845.832832,24,26
58283.65,1,27815.901696,23,23
67754.13,1,16434.620928,19,18
96162.39,0,13729.313664000001,12,11
98845.8,1,12382.292736000001,25,25
103041.35,1,32574.731904000004,19,21
74190.92,0,23726.558592,24,26
61670.14,0,33933.018240000005,24,26
31094.42,1,12332.403072000001,16,14
105690.47,0,24518.35584,20,19
71266.85,1,13397.7888,19,20
27159.12,1,28350.203904,25,26
44794.08,1,24832.177920000002,13,11
52592.62,0,12446.666496000002,18,19
54538.76,1,15681.447936,21,22
86268.82,1,20161.861632,24,26
102214.47,1,29602.273536,13,14
66785.87,1,7108.472448,15,13
36749.95,1,27067.556736000002,22,24
50304.36,0,39012.107904000004,25,26
105681.58,0,25133.125248,14,14
93204.68,0,27217.225728,26,28
50979.69,0,22115.605248,26,27
78095.4,0,31834.433664000004,23,21
62474.09,0,26142.183936,25,23
20325.43,1,16745.22432,20,19
55515.55,1,20956.877568,9,9
27955.06,1,11262.189312,18,17
84824.24,1,18470.441088,23,24
77937.01,0,28414.577664,21,21
87932.13,0,32249.644416000003,22,20
25011.77,1,42164.8128,24,24
49393.4,1,20869.972992000003,22,20
83100.27,0,36240.817536,25,27
6468.33,1,17226.418176000003,26,24
11612.4,1,24223.845888,23,22
84843.49,0,23095.695744,19,17
91721.9,0,31218.054912000003,21,21
43795.08,0,10837.322496,17,18
35193.52,1,22648.298112,18,19
56835.62,1,19902.757248,25,25
77940.94,0,14294.193408000001,22,21
54632.11,1,29426.855040000002,19,21
60819.4,0,25160.484096,22,22
66034.7,0,45499.373568,20,22
49402.83,0,40336.598016,25,23
37041.4,1,12984.187392000002,14,15
80390.07,1,20749.272192,22,21
45658.16,1,27671.060736000003,19,21
107442.61,1,23292.035712,23,24
76855.77,0,35651.797632,12,11
92304.58,0,20663.97696,26,25
60473.63,0,34837.469568,9,9
109702.38,1,19270.285056,13,15
108765.26,1,26208.16704,26,24
50488.71,1,13669.767936,21,23
71585.1,0,18431.816832,11,12
56431.43,1,28725.181056,19,18
15053.68,1,22892.918400000002,23,25
89198.68,0,30875.26464,16,18
85214.97,0,12379.074048,25,23
55867.47,1,26818.108416000003,25,27
38881.76,1,34248.449664,23,25
58618.77,1,25385.792256,17,19
79645.34,0,32645.54304,24,24
70131.25,0,30131.747712,21,22
82858.58,1,16653.491712000003,23,21
83182.14,0,9300.398976,14,12
39021.93,1,14596.750080000002,20,18
88508.97,0,20461.199616,19,18
20275.42,1,31058.729856,23,23
103655.07,1,27764.402688000002,19,17
70385.32,0,16951.220352,23,24
91943.27,0,25799.393664000003,10,8
97537.54,1,19986.443136,25,24
16463.47,1,22983.041664,23,24
80662.89,0,32365.517184000004,21,21
111964.55,1,10938.711168000002,23,22
69923.54,1,17026.85952,12,10
76861.01,0,32993.161344,21,23
101959.21,1,15681.447936,18,17
92543.29,0,27175.382784,21,21
83473.61,0,24870.802176,25,24
89471.55,0,20739.616128,24,26
75112.66,0,13788.859392,22,21
38362.54,1,16886.846592,14,14
17405.78,1,14781.82464,25,26
83277.3,1,20992.283136000002,17,19
54299.52,1,22073.762304,18,17
59528.79,1,19006.35264,18,16
91354.45,0,17734.97088,14,12
61507.04,1,12432.182400000002,10,8
65008.48,1,10787.432832,19,20
96280.73,0,13132.24704,25,25
91129.3,1,20926.300032000003,13,13
54778.8,1,23108.570496,26,24
57142.66,1,25248.998016,23,25
53942.86,1,21766.3776,26,27
62446.96,0,30859.1712,11,10
45144.53,0,31911.682176000002,19,19
49862.98,1,26423.819136000002,20,18
99426.38,0,13573.207296,15,14
51573.85,1,17755.892352000003,26,27
109887.73,1,11136.66048,14,14
98810.74,0,30764.219904,16,17
81182.36,0,32252.863104000004,22,24
73701.71,0,14839.761024000001,14,14
96430.88,0,20739.616128,22,21
47308.84,1,16423.35552,26,24
102590.22,1,17018.8128,16,16
93109.02,1,13756.672512000001,18,16
83548.72,0,16822.472832,8,10
93853.31,0,13299.618816,23,24
93252.22,0,37883.957760000005,19,20
23900.11,1,25083.235584000002,16,18
29886.44,1,31127.931648,22,24
62523.74,1,16928.689536,20,19
23295.97,1,39840.920064000005,25,26
11564.05,1,25900.782336,23,21
61240.83,0,31897.198080000002,10,11
30022.7,1,33427.684224000004,24,25
38211.68,1,21759.940224,20,18
74784.54,1,10534.765824,26,28
77942.15,0,30975.043968,15,15
79509.41,0,22336.085376000003,9,10
15625.85,1,15150.364416,24,24
98524.92,0,24727.57056,23,25
35031.65,1,35271.992448000005,25,25
36700.87,1,21125.858688,20,18
80358.64,1,20945.61216,23,24
111492.06,0,11999.268864000001,17,19
81737.39,0,29645.725824,25,24
48019.15,1,11106.082944000002,21,19
101433.89,1,33229.734912,18,20
34727.23,1,38395.729152,20,18
48039.84,1,23407.908480000002,12,13
52176.1,1,31779.715968,16,16
100558.82,1,13714.829568000001,16,16
77380.23,0,14485.705344000002,20,21
90327.55,0,33469.527168,19,17
102088.28,1,30062.54592,22,20
90861.06,1,17380.9152,22,21
32611.41,1,16922.25216,23,24
76406.67,0,26415.772416000003,26,27
60510.77,0,27963.961344000003,25,25
18436.74,1,17083.186560000002,24,25
27796.72,1,20116.800000000003,26,28
74532.31,0,31424.050944000002,21,19
46222.01,1,11133.441792000001,23,24
94032.06,0,20055.644928,14,15
33230.63,1,20910.206592000002,25,24
68863.32,1,20546.494848000002,10,11
60218.26,1,34977.482496000004,25,26
25729.79,1,10750.41792,25,26
87090.31,0,11331.391104,9,9
109497.05,1,25228.076544000003,20,18
71926.29,0,19183.38048,22,20
82821.32,0,24647.10336,26,25
77477.47,1,16841.78496,18,18
58911.31,1,15716.853504,9,10
87037.83,0,27307.348992000003,18,17
95692.02,0,34763.439744,15,14
67749.59,0,13497.568128,26,25
98618.41,0,18594.360576000003,15,15
70723.31,0,32198.145408000004,22,24
71024.29,0,40211.069184,21,22
98176.6,0,22125.261312000002,19,18
41941.81,1,12483.681408,26,24
66648.94,0,22319.991936000002,7,7
77796.57,0,26023.092480000003,20,21
52874.84,1,26019.873792000002,24,25
23722.51,1,32560.247808000004,26,26
83117.55,1,18068.105088,21,21
42806.87,1,22194.463104000002,26,24
21351.97,1,9503.17632,21,19
57005.29,1,13349.50848,15,16
102436.44,0,31026.542976,20,21
54667.65,0,18518.721408,26,25
51852.46,1,28216.628352000003,16,18
14207.79,1,35106.230016,22,22
71125.79,0,12551.273856000002,22,21
65543.06,1,20765.365632,12,12
61141.06,0,15732.946944000001,22,20
58062.42,1,27357.238656,24,23
63163.86,0,31898.807424000002,19,17
95976.28,1,19487.546496000003,18,19
63258.5,0,23343.534720000003,25,26
52597.8,1,8004.877056,26,24
11026.81,1,36445.204224,24,23
79016.18,0,12564.148608000001,15,16
26075.87,1,23483.547648,19,17
45608.5,1,39327.539328000006,18,18
24410.5,1,21996.513792,19,17
36613.11,1,28934.395776,26,28
55543.87,1,34491.460608,20,21
43178.28,0,12218.139648,22,22
56149.98,1,41321.516544000006,22,24
74283.74,0,10571.780736,24,23
52538.41,1,19017.618048,21,23
58503.4,1,8946.343296000001,22,21
37167.26,1,12393.558144,20,21
68817.65,0,14606.406144,16,14
52450.42,1,25104.157056,14,14
92326.55,0,16190.00064,19,18
91836.46,0,17516.100096000002,16,14
71910.43,1,25778.472192,15,16
62645.76,0,18052.011648,12,10
34984.07,1,22350.569472000003,24,23
37197.33,1,23372.502912,22,24
75974.67,0,13396.179456000002,23,22
56317.17,1,22424.599296,21,21
98914.74,0,22859.122176,22,22
55228.91,1,16737.177600000003,18,19
70520.39,1,19622.731392,22,21
67901.58,0,15044.147712000002,16,15
21280.49,1,24967.362816,26,25
24832.65,1,17097.670656000002,24,22
59902.41,1,19131.881472,12,14
110101.05,1,16867.534464,25,27
79458.63,0,6904.085760000001,17,18
72483.65,0,39243.853440000006,26,28
42267.1,1,21428.415360000003,24,23
81931.2,0,19717.682688,22,24
30050.98,1,22429.427328,16,16
94049.27,0,14757.684480000002,13,11
82336.21,1,19112.569344,17,19
80496.08,0,47770.157952,19,17
99817.63,0,21977.201664,24,24
83646.63,1,14514.673536,19,20
73689.73,1,19976.787072000003,20,21
18230.11,1,11847.990528,22,23
85734.51,0,34478.585856000005,9,10
64407.0,0,16819.254144000002,23,23
61515.63,0,15597.762048,19,17
108000.43,1,44974.727424000004,10,12
71955.11,1,21304.495872000003,20,20
39482.84,1,19849.648896000002,26,26
59216.64,1,20935.956096,24,22
43821.77,1,15853.647744000002,26,25
41732.94,1,21961.108224000003,23,24
94629.34,0,13800.124800000001,24,24
40149.86,1,19593.7632,24,22
93504.38,1,17226.418176000003,17,18
40311.82,0,21700.394496,17,16
45647.53,1,38693.457792,21,23
59044.8,1,19081.991808000002,15,15
31164.47,1,24671.24352,26,24
44342.75,1,31185.868032000002,19,19
100587.47,1,21185.404416,24,23
64857.14,0,34398.118656,16,16
40003.8,1,19703.198592,15,17
33405.66,1,23424.001920000002,15,17
99555.39,0,23979.2256,23,21
25069.9,1,14728.716288000001,23,23
52685.72,1,16750.052352000002,11,9
109722.11,1,21703.613184,19,18
106160.66,0,9746.187264,19,18
17381.55,1,27502.079616000003,23,24
35844.53,1,21256.215552,18,19
72478.5,0,25762.378752,26,27
92265.06,1,18072.93312,16,17
91765.56,0,21685.9104,24,22
15102.37,1,28237.549824,26,25
63111.1,0,25546.726656000003,25,27
52310.49,1,43906.123008,13,13
53633.21,1,32248.035072000002,11,13
94250.61,0,12609.21024,16,17
49677.73,1,18388.364544,20,20
22312.07,1,15948.599040000001,25,23
102419.6,1,32198.145408000004,19,19
66450.33,1,20578.681728,26,28
30078.77,1,20890.894464,25,27
38298.19,1,17559.552384000002,23,24
22995.49,1,34829.422848,20,19
27388.02,1,14995.867392,26,27
31662.03,1,18911.401344,16,16
36234.88,1,31031.371008000002,26,25
96435.98,1,16585.899264,25,24
60755.9,0,15552.700416000001,24,25
28410.92,1,22572.658944000003,18,16
86946.0,0,25480.743552,26,28
70651.88,0,33017.301504,26,24
54765.57,1,18916.229376000003,17,15
65605.45,0,19450.531584,13,11
67311.7,1,25269.919488000003,24,24
49834.43,0,19835.164800000002,22,20
71195.67,0,27004.79232,19,18
41700.61,0,33141.220992,17,19
63503.6,1,18280.538496,21,20
63003.03,1,16188.391296000002,18,17
56180.62,1,22878.434304000002,16,14
69242.85,0,26222.651136,13,14
58392.0,0,16323.576192,16,16
50343.63,1,29785.738752,20,22
31823.73,1,28532.059776000002,25,26
99103.58,1,19497.20256,13,14
42150.71,1,35309.00736,24,24
44566.21,1,15802.148736000001,19,17
92551.94,0,31583.376000000004,22,21
101666.33,0,14459.95584,13,12
68208.14,0,16466.807808,23,25
79157.96,0,14213.726208,26,27
46081.3,1,41649.822720000004,22,23
78168.96,1,22683.703680000002,26,25
77306.03,0,21561.990912,17,16
47817.11,1,27149.633280000002,16,15
20792.2,1,16951.220352,24,25
52640.43,1,19901.147904,13,14
106743.67,0,37414.029312000006,25,24
94042.17,0,19901.147904,25,27
23093.87,1,18781.04448,19,18
81415.99,0,16122.408192,18,17
104154.33,1,23494.813056000003,17,19
28306.99,1,26718.329088000002,26,27
59209.58,1,27706.466304,23,21
108021.69,0,27473.111424000002,21,23
91497.96,1,9879.762816,17,15
85979.5,0,12741.176448,14,12
94402.97,0,48489.53472,26,28
46565.24,1,35659.844352,23,23
92897.36,0,23770.01088,24,26
98042.09,0,30068.983296000002,19,19
95461.13,1,19735.385472,20,18
60230.8,0,32545.763712000004,13,11
46299.08,1,26063.326080000003,24,25
15804.47,1,23057.071488,23,22
33558.74,1,27325.051776,16,17
60463.2,1,11590.495488,26,28
54251.45,1,15937.333632000002,22,21
85859.16,0,30414.992256,15,14
41785.43,1,14537.204352,15,17
69246.12,1,20956.877568,12,14
32773.82,1,18385.145856000003,16,15
70207.11,1,21270.699648,21,21
43259.44,1,29764.817280000003,25,24
68700.6,0,27545.531904000003,20,22
71937.67,1,15190.598016000002,24,24
77302.25,0,19147.974912,19,21
17247.18,1,22575.877632,26,28
56782.02,1,22316.773248,22,24
37861.44,1,11860.86528,23,23
37098.07,1,27524.610432,14,14
87001.83,0,20636.618112,22,22
42874.63,1,28277.783424,22,23
62894.79,0,23469.063552000003,19,18
98566.7,1,12908.548224,22,20
104619.49,0,31287.256704000003,17,17
77020.81,1,19854.476928,12,12
42090.21,1,23581.717632,16,14
54176.2,0,31853.745792,23,24
97794.8,1,25458.212736,24,25
108295.76,1,30577.536000000004,24,23
93444.56,1,18468.831744000003,26,27
27789.95,1,16730.740224,23,21
68332.45,1,21491.179776,26,27
83012.99,1,21803.392512000002,23,24
47241.59,1,16090.221312000001,13,12
41676.0,1,20102.315904000003,17,16
49084.71,1,20147.377536,21,20
64465.44,0,21220.809984000003,23,21
34951.8,1,11730.508416,20,20
10891.85,1,25514.539776,20,19
98502.11,1,19302.471936,18,19
52171.5,1,33141.220992,16,15
91751.57,1,22014.216576000003,24,25
65238.76,0,33884.73792,22,23
97757.32,0,9009.107712,24,24
79660.6,1,15699.150720000001,22,20
63691.59,1,21420.36864,12,14
52771.56,1,19642.043520000003,17,16
89060.24,1,19741.822848,21,20
76149.23,1,17921.654784000002,20,20
104231.33,1,22043.184768000003,9,10
73988.94,0,39848.966784000004,23,22
53351.08,1,32761.415808,25,24
34854.69,1,20546.494848000002,21,21
108964.33,1,32391.266688000003,13,15
35196.0,1,26229.088512000002,18,20
77024.82,0,22023.87264,25,24
49682.36,1,29088.8928,13,13
66506.65,0,27141.586560000003,16,14
74163.51,0,20095.878528,16,16
49375.26,1,36322.894080000005,17,17
62793.28,0,25208.764416,21,20
37276.24,1,16902.940032000002,19,20
49174.32,1,15467.405184000001,18,20
23052.07,1,29594.226816000002,23,24
30194.45,1,23295.2544,13,13
94945.21,1,15863.303808,22,20
46233.56,1,13998.074112,22,23
99381.45,0,21011.595264000003,19,19
63521.2,1,15930.896256000002,22,22
89543.2,0,33781.739904,21,22
105949.77,1,21555.553536000003,17,16
87247.96,0,43745.188608000004,7,8
35715.43,1,28404.9216,24,26
104676.44,1,21505.663872,10,10
39171.9,1,24547.324032,20,22
67356.05,1,23633.216640000002,21,23
48178.83,1,18547.6896,21,22
22228.46,1,29137.173120000003,26,24
35178.45,1,40212.678528000004,22,20
86775.26,0,16017.800832,24,26
49775.38,1,17506.444032,21,22
93938.82,0,25807.440384,14,15
55449.03,0,16320.357504000001,26,26
42481.06,1,25908.829056000002,24,23
62211.95,0,19757.916288,18,20
35560.21,1,23670.231552,20,20
44834.55,1,19345.924224000002,23,21
67548.67,0,22363.444224000003,19,18
45665.02,1,17994.075264000003,16,16
42919.11,1,26200.12032,16,17
26043.92,1,28651.151232,24,25
64605.87,1,15860.085120000002,17,15
93816.86,1,10985.382144000001,24,25
87763.3,0,25248.998016,16,16
91736.53,0,19318.565376000002,20,20
66464.41,1,23301.691776000003,16,16
90007.25,0,18373.880448,24,25
38869.12,1,15794.102016,23,24
77548.91,0,28754.149248,21,19
81017.73,0,17094.451968,13,12
31660.39,1,10333.597824,21,19
86113.03,1,15712.025472000001,21,23
26935.08,1,23517.343872,22,24
48352.95,0,25950.672000000002,26,24
97532.98,1,22907.402496000002,17,16
10000.44,1,17244.12096,22,20
25492.0,1,49200.86476800001,24,26
102022.19,0,31848.917760000004,10,11
86751.12,0,15547.872384,26,27
57915.65,1,25353.605376000003,17,17
106842.13,1,14628.93696,12,11
19726.83,1,24215.799168,22,20
72173.2,0,14371.441920000001,22,24
83013.97,0,31808.68416,13,11
37158.94,1,8622.865152,14,15
24897.08,1,21542.678784,25,27
75868.0,1,17421.148800000003,22,23
36834.17,1,20783.068416000002,16,18
91226.63,0,15745.821696,11,9
81098.35,0,51289.793280000005,22,24
87118.66,0,29970.813312000002,20,20
32078.07,1,16709.818752000003,19,17
70287.19,1,21182.185728,25,25
77981.66,0,33820.364160000005,19,20
75315.05,0,33038.222976000005,23,24
91394.44,0,30160.715904,8,10
68197.16,0,14619.280896,23,22
68943.39,0,33725.412864000005,18,19
35015.25,1,23263.06752,14,12
61645.21,0,16836.956928,18,20
106963.85,1,13621.487616,23,22
56257.43,1,17989.247232,20,20
83304.17,0,29668.256640000003,23,25
67952.69,0,16849.83168,16,18
24222.03,1,37302.984576,26,28
69134.09,0,17329.416192,9,11
80873.69,0,16630.960896,18,17
64793.81,0,27204.350976,15,14
88354.0,0,26864.779392,23,22
82225.89,0,15353.14176,12,10
66059.51,0,13782.422016,20,19
22826.76,1,19197.864576,25,24
45138.48,1,29821.144320000003,21,19
27412.47,1,12472.416000000001,26,24
48725.02,1,19259.019648,22,23
67792.16,0,37586.22912,25,27
46827.55,1,38580.803712,26,26
93262.17,0,28538.497152000004,24,22
81858.67,0,24283.391616,26,28
59267.54,1,33337.56096,13,15
116210.71,1,26119.653120000003,12,13
51863.7,1,14245.913088000001,24,23
45247.75,1,28020.288384000003,22,21
52649.03,1,19793.321856000002,24,23
25053.03,1,16727.521536,23,23
68411.14,0,18056.83968,13,12
34687.79,1,29768.035968000004,25,24
74758.15,0,17491.959936000003,16,17
90845.06,1,13637.581056,23,23
38647.16,1,15684.666624000001,26,25
65918.74,1,15678.229248000001,14,15
84671.09,1,20422.575360000003,14,15
59578.75,1,36971.459712,23,25
60010.03,0,24767.804160000003,11,13
83443.11,0,29293.279488000004,11,11
89469.69,0,32270.565888,17,16
90014.74,0,31076.432640000003,16,18
49120.38,1,17052.609024,26,28
83022.67,1,14741.591040000001,23,22
33509.54,1,36638.325504,15,16
72893.46,1,15435.218304000002,16,15
43288.46,1,21957.889536000002,26,25
67757.38,0,26343.351936000003,26,26
54980.62,1,33760.818432,18,16
23983.34,1,24758.148096,24,24
70453.02,0,30308.775552000003,11,11
13338.2,1,28287.439488000004,24,25
48661.0,1,18663.562368000003,26,28
101532.58,1,17659.331712000003,26,24
95403.39,1,13220.760960000001,25,24
43197.96,1,19679.058432,19,18
91375.72,0,26608.893696000003,25,23
86367.76,0,28021.897728000004,23,23
94863.23,0,17884.639872,18,18
23735.52,1,19497.20256,23,23
52015.02,0,43527.927168,26,28
104156.53,1,19688.714496,25,27
88979.88,0,25395.448320000003,23,25
50074.14,1,19353.970944,26,24
50742.1,0,32763.025152000002,26,25
90148.69,1,15192.20736,21,19
21600.98,1,21302.886528000003,25,27
76442.43,1,20165.08032,22,20
54565.6,0,23633.216640000002,16,15
47337.76,0,25211.983104000003,17,18
66585.5,1,26604.065664,24,26
93222.97,1,18700.57728,25,26
86345.8,0,28073.396736000002,18,18
43509.69,1,18346.5216,22,22
41268.07,0,19096.475904000003,25,27
26269.79,1,28205.362944,21,22
84302.58,0,19019.227392,19,17
50101.8,1,20424.184704000003,19,18
9353.32,1,26359.445376000003,26,27
71222.14,0,11093.208192,15,13
32317.43,1,53182.381824000004,20,19
74276.87,0,13856.451840000002,14,15
89366.83,1,14899.306752,14,13
29001.23,1,24885.286272,24,23
57035.55,1,24637.447296000002,24,26
89173.5,0,11270.236032,19,21
62473.97,1,15942.161664000001,14,13
81956.85,1,13312.493568000002,22,22
46086.14,1,20652.711552,25,25
43893.65,1,27111.009024000003,21,22
27744.34,1,12800.722176000001,26,26
62149.75,0,26151.84,24,24
66079.3,0,25611.100416,24,22
89945.81,0,23185.819008000002,17,15
69128.91,1,15142.317696000002,21,22
42018.68,1,25570.866816,23,23
65321.91,0,14395.58208,21,19
76131.04,1,51643.84896,24,25
84050.01,0,18320.772096,17,17
42666.26,1,28726.7904,25,25
25104.69,1,33335.951616000006,24,26
91717.22,0,26184.02688,12,13
31380.96,1,28871.631360000003,26,25
69751.73,1,22733.593344,26,27
42421.27,1,28680.119424,21,23
76547.04,1,17060.655744,25,25
59477.15,1,19144.756224,26,28
41159.72,1,20007.364608,26,26
37291.24,1,18913.010688000002,15,14
79884.95,0,18853.46496,16,15
82416.29,0,31456.237824000003,11,9
99958.32,0,49245.926400000004,18,19
65355.01,1,18233.86752,25,25
92234.02,0,27840.041856000003,12,12
26868.46,1,22289.4144,17,18
76442.96,0,23139.148032,8,6
43705.05,1,21288.402432000003,17,16
64898.92,1,20153.814912,25,23
83770.84,1,17768.767104000002,20,20
104850.88,0,32940.052992000004,12,10
56698.26,1,25252.216704000002,25,25
28955.39,1,36760.635648,26,27
30541.2,1,14022.214272000001,19,17
59316.98,1,17651.284992,19,20
83926.72,0,32342.986368,12,11
78144.33,0,24399.264384000002,19,18
58294.08,1,8197.998336,7,6
37741.81,1,24552.152064,26,28
57101.08,1,23303.30112,21,22
79690.34,1,18426.988800000003,21,22
50535.2,0,28786.336128000003,16,16
31390.18,1,29695.615488000003,19,20
36387.28,1,19173.724416,25,26
93606.34,1,21275.527680000003,24,24
8853.05,1,32159.521152,23,21
35546.81,1,16962.48576,26,27
46598.59,1,41315.079168000004,25,26
100974.45,1,25623.975168,18,20
79198.99,0,23984.053632000003,16,18
19561.66,1,18554.126976,25,23
107756.38,1,15353.14176,20,20
67787.6,0,15856.866432,20,19
64171.42,0,17210.324736000002,13,11
62962.54,1,21064.703616000003,14,16
25718.98,1,7081.113600000001,24,26
61122.51,1,23992.100352,17,19
44408.42,1,17545.068288000002,25,23
95190.96,0,15694.322688,20,21
39737.98,1,26604.065664,16,18
90128.08,0,38592.06912,21,21
73687.07,0,28617.355008000002,23,24
30933.88,1,41065.630848,23,24
98033.64,1,9433.974528,24,24
93682.67,0,27057.900672000003,23,21
72601.75,1,22197.681792000003,16,16
89617.42,0,24368.686848,9,8
65476.51,0,26781.093504,15,13
78558.45,0,15892.272,18,18
89875.74,0,28850.709888,15,13
87302.72,0,37644.165504000004,13,14
41751.89,1,17879.811840000002,21,21
37019.05,1,22675.65696,10,8
39267.97,1,20424.184704000003,18,20
73674.54,0,28699.431552000002,24,25
106779.75,0,23971.178880000003,21,21
89193.63,0,27611.515008000002,15,17
67946.28,0,18254.788992,13,12
35168.93,1,28546.543872000002,23,21
50628.03,1,13396.179456000002,26,27
73816.0,1,20918.253312,18,19
47980.36,0,30815.718912,11,12
82564.53,1,10129.211136,14,14
94847.15,1,16753.27104,22,22
75040.01,0,19136.709504000002,13,12
79122.84,0,24268.90752,26,27
93955.53,0,17763.939072,11,12
118929.72,0,15795.711360000001,11,9
90210.53,1,18521.940096000002,22,20
115756.99,1,19035.320832,20,19
102122.58,0,19751.478912000002,23,24
91543.66,0,24846.662016000002,18,18
50083.47,1,25034.955264,18,16
73809.98,0,17108.936064,23,21
27598.09,1,18385.145856000003,24,22
66612.71,0,25593.397632,20,18
98147.0,0,25503.274368000002,24,25
70630.44,0,35115.886080000004,23,21
65518.56,0,16807.988736,19,21
49870.45,1,14410.066176,23,24
33217.44,1,19897.929216,24,25
100716.13,0,19273.503744,17,17
95280.22,0,21397.837824000002,21,22
77031.56,0,31181.04,19,19
30563.08,1,27199.522944,18,18
93484.11,0,20612.477952,21,21
28975.97,1,16433.011584,22,23
48588.31,1,31507.736832000002,17,19
28873.83,1,24585.948288000003,24,22
29603.59,1,13803.343488,26,26
50864.13,1,19144.756224,22,21
81873.42,0,30413.382912,23,21
51785.14,1,15251.753088000001,19,19
82067.01,0,31250.241792,16,18
50587.73,1,14355.34848,21,22
33661.26,1,11992.831488000002,26,26
15319.97,1,18254.788992,26,25
82642.18,1,15188.988672000001,17,18
63943.31,0,11204.252928,22,21
59611.42,1,22852.684800000003,25,26
89115.67,1,23317.785216,26,27
90788.58,1,16246.32768,20,18
37043.52,1,34974.263808,22,24
67125.55,1,19907.585280000003,24,24
98621.55,0,26555.785344000004,18,19
104294.57,0,16280.123904000002,13,13
72604.16,1,14430.987648,12,10
66976.15,0,19886.663808,23,22
52719.09,1,33646.555008,22,23
76779.71,1,20723.522688,15,16
28785.16,1,27654.967296000003,18,19
68969.5,1,14572.60992,15,15
19247.58,1,31781.325312,24,22
21952.46,1,31601.078784,21,23
114033.21,1,17184.575232000003,8,8
42775.72,1,11992.831488000002,25,24
76974.39,1,22791.529728,14,16
47978.72,1,18492.971904,16,15
58359.09,1,12887.626752,19,20
82202.7,0,21314.151936000002,22,23
66775.54,0,20087.831808000003,26,25
88769.82,0,24212.58048,25,24
35732.52,1,11365.187328,23,22
95744.02,0,17921.654784000002,22,24
50949.03,1,15301.642752000002,24,24
75752.6,1,22926.714624,25,24
80383.01,0,26175.980160000003,19,19
53129.13,1,26431.865856,25,26
96991.27,0,18283.757184000002,15,14
79007.41,0,23216.396544000003,12,14
